Title,Price,Beds,Baths,Garage,Size_sqm,Location,Details_URL
2 Bedroom Apartment,1095000.0,2.0,1.0,1.0,,98 Matt A Venue,
2 Bedroom Apartment,920000.0,2.0,2.0,2.0,,8 Chopin Road,
2 Bedroom Apartment,790000.0,2.0,1.0,2.0,,4 Herman Street,
3 Bedroom House,1300000.0,3.0,25.0,6.0,,,
2 Bedroom Townhouse,1265000.0,2.0,1.0,2.0,,,
3 Bedroom Apartment,600000.0,3.0,2.0,1.0,,,
2 Bedroom Apartment,840000.0,2.0,2.0,2.0,,169 Blueberry,
2 Bedroom House,799000.0,2.0,1.0,2.0,125.0,,
3 Bedroom Townhouse,1230000.0,3.0,25.0,2.0,,60 Johannes Street,
3 Bedroom House,3360000.0,3.0,35.0,2.0,,,
5 Bedroom House,5980000.0,5.0,5.0,3.0,962.0,,
4 Bedroom House,7600000.0,4.0,35.0,2.0,1041.0,,
2 Bedroom Townhouse,2150000.0,2.0,2.0,3.0,476702.0,,
9 Bedroom House,8500000.0,9.0,7.0,3.0,2550.0,,
4 Bedroom House,3300000.0,4.0,25.0,4.0,838.0,,
9 Bedroom House,1045000.0,9.0,2.0,1.0,500.0,23 South Rand Serv Road,
2 Bedroom Apartment,740000.0,2.0,1.0,1.0,,"729 Sandstone Estate, 2 Chert Place",
2 Bedroom Townhouse,730000.0,2.0,1.0,3.0,122.0,,
2 Bedroom Apartment,920000.0,2.0,2.0,,,,
4 Bedroom House,1499999.0,4.0,1.0,2.0,991.0,,
2 Bedroom Apartment,899000.0,2.0,1.0,,,6 Acacia Street,
2 Bedroom Apartment,1050000.0,2.0,2.0,1.0,,52 Anemoon Rd,
3 Bedroom House,890000.0,3.0,1.0,4.0,255.0,,
2 Bedroom Townhouse,1300000.0,2.0,1.0,,,"30 Sunset Forest, 18 Swempie Crescent",
2 Bedroom Townhouse,1265000.0,2.0,1.0,2.0,,,
2 Bedroom Townhouse,850000.0,2.0,1.0,2.0,,,
4 Bedroom House,2100000.0,4.0,3.0,6.0,1000.0,,
2 Bedroom House,1268413.0,2.0,,2.0,180.0,,
3 Bedroom House,1612978.0,3.0,2.0,2.0,300.0,,
5 Bedroom House,10600000.0,5.0,4.0,6.0,1148.0,,
3 Bedroom House,3500000.0,3.0,25.0,4.0,703.0,,
3 Bedroom House,1499000.0,3.0,2.0,2.0,1345.0,22 Hawer Street,
3 Bedroom House,2310000.0,3.0,15.0,6.0,12.0,,
3 Bedroom House,1680000.0,3.0,2.0,2.0,250.0,80 Lebron Street,
3 Bedroom House,1680000.0,3.0,2.0,2.0,250.0,80 Idea Street,
3 Bedroom Townhouse,1950000.0,3.0,3.0,5.0,,"X1 Olives Gate, 850 Stellenberg Street",
3 Bedroom Townhouse,1350000.0,3.0,25.0,4.0,,,
3 Bedroom House,1860000.0,3.0,2.0,6.0,1040.0,,
5 Bedroom House,3480000.0,5.0,3.0,18.0,997.0,,
2 Bedroom Apartment,950000.0,2.0,2.0,1.0,,,
2 Bedroom Townhouse,1079000.0,2.0,2.0,2.0,,,
2 Bedroom Apartment,1095000.0,2.0,2.0,2.0,,22 Beacon Avenue,
4 Bedroom Townhouse,4200000.0,4.0,35.0,3.0,214.0,,
3 Bedroom Townhouse,1549000.0,3.0,2.0,,7420.0,,
3 Bedroom Apartment,1099000.0,3.0,2.0,2.0,,,
2 Bedroom Apartment,1095000.0,2.0,2.0,2.0,,22 Beacon Avenue,
3 Bedroom House,1490000.0,3.0,2.0,4.0,498.0,,
3 Bedroom Townhouse,1250000.0,3.0,2.0,2.0,,,
1 Bedroom Apartment,1145000.0,1.0,1.0,,,,
3 Bedroom House,5650000.0,3.0,2.0,4.0,632.0,,
2 Bedroom Townhouse,850000.0,2.0,2.0,2.0,,"70 Avon Aire Village, 121 Bellairs",
2 Bedroom Townhouse,950000.0,2.0,1.0,2.0,,,
